iteration,test_acc,actions
145,0.8725,"[[[0. 0.]
  [0. 0.]]]"
146,0.8465,"[[[0. 0.]
  [0. 0.]]]"
147,0.8755,"[[[0. 0.]
  [0. 0.]]]"
148,0.876,"[[[0. 0.]
  [0. 0.]]]"
149,0.872,"[[[0. 0.]
  [0. 0.]]]"
150,0.8745,"[[[0. 0.]
  [0. 0.]]]"
151,0.876,"[[[0. 0.]
  [0. 0.]]]"
152,0.8765000000000001,"[[[0. 0.]
  [0. 0.]]]"
153,0.865,"[[[0. 0.]
  [0. 0.]]]"
154,0.8685,"[[[0. 0.]
  [0. 0.]]]"
155,0.855,"[[[0. 0.]
  [0. 0.]]]"
156,0.8620000000000001,"[[[0. 0.]
  [0. 0.]]]"
157,0.88,"[[[0. 0.]
  [0. 0.]]]"
158,0.878,"[[[0. 0.]
  [0. 0.]]]"
159,0.885,"[[[0. 0.]
  [0. 0.]]]"
160,0.8805000000000001,"[[[0. 0.]
  [0. 0.]]]"
161,0.8554999999999999,"[[[0. 0.]
  [0. 0.]]]"
162,0.8605,"[[[0. 0.]
  [0. 0.]]]"
163,0.885,"[[[0. 0.]
  [0. 0.]]]"
164,0.851,"[[[0. 0.]
  [0. 0.]]]"
165,0.878,"[[[0. 0.]
  [0. 0.]]]"
166,0.869,"[[[0. 0.]
  [0. 0.]]]"
167,0.8694999999999999,"[[[0. 0.]
  [0. 0.]]]"
168,0.89,"[[[0. 0.]
  [0. 0.]]]"
169,0.878,"[[[0. 0.]
  [0. 0.]]]"
170,0.878,"[[[0. 0.]
  [0. 0.]]]"
171,0.8645,"[[[0. 0.]
  [0. 0.]]]"
172,0.8775,"[[[0. 0.]
  [0. 0.]]]"
173,0.8765000000000001,"[[[0. 0.]
  [0. 0.]]]"
174,0.874,"[[[0. 0.]
  [0. 0.]]]"
175,0.886,"[[[0. 0.]
  [0. 0.]]]"
176,0.884,"[[[0. 0.]
  [0. 0.]]]"
177,0.8654999999999999,"[[[0. 0.]
  [0. 0.]]]"
178,0.8865000000000001,"[[[0. 0.]
  [0. 0.]]]"
179,0.8825000000000001,"[[[0. 0.]
  [0. 0.]]]"
180,0.8785000000000001,"[[[0. 0.]
  [0. 0.]]]"
181,0.8645,"[[[0. 0.]
  [0. 0.]]]"
182,0.8895,"[[[0. 0.]
  [0. 0.]]]"
183,0.887,"[[[0. 0.]
  [0. 0.]]]"
184,0.901,"[[[0. 0.]
  [0. 0.]]]"
185,0.898,"[[[0. 0.]
  [0. 0.]]]"
186,0.8825000000000001,"[[[0. 0.]
  [0. 0.]]]"
187,0.867,"[[[0. 0.]
  [0. 0.]]]"
188,0.901,"[[[0. 0.]
  [0. 0.]]]"
189,0.892,"[[[0. 0.]
  [0. 0.]]]"
190,0.9035,"[[[0. 0.]
  [0. 0.]]]"
191,0.8845000000000001,"[[[0. 0.]
  [0. 0.]]]"
192,0.8975,"[[[0. 0.]
  [0. 0.]]]"
193,0.8815,"[[[0. 0.]
  [0. 0.]]]"
194,0.887,"[[[0. 0.]
  [0. 0.]]]"
195,0.893,"[[[0. 0.]
  [0. 0.]]]"
