iteration,test_acc
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0004559270516717325
16,0.0026896828582898434
17,0.011164191087916499
18,0.031573091701554166
19,0.057989333027470315
20,0.11218271491655676
21,0.14699260193840682
22,0.18283535011756608
23,0.18936973103171417
24,0.1955800883179446
25,0.19800137638355222
26,0.19888283535011758
27,0.19900441589723003
28,0.19985031828869645
29,0.1993083672650112
30,0.20006308424614327
31,0.20006308424614327
32,0.20006308424614327
33,0.20006308424614327
34,0.20006308424614327
35,0.20006308424614327
36,0.20006308424614327
37,0.20006308424614327
38,0.20006308424614327
39,0.20006308424614327
40,0.20006308424614327
41,0.20006308424614327
42,0.20006308424614327
43,0.20006308424614327
44,0.20006308424614327
45,0.20006308424614327
46,0.20006308424614327
47,0.20006308424614327
48,0.2004263903315202
49,0.2001539107674875
50,0.2011811073126523
51,0.20197044119437213
52,0.20154441339802923
53,0.20181689296206193
54,0.2044162451804569
55,0.21038462221620774
56,0.21527429875096735
57,0.2343564367730057
58,0.2234767904823265
59,0.23390387671470414
60,0.24920797419041235
61,0.25586364083139945
62,0.25963529429965
63,0.28270065006828526
64,0.28007808778528875
65,0.3371915144683049
66,0.32452541410658753
67,0.35113228642966765
68,0.3541086418958256
69,0.3810637724900078
70,0.394405472260147
71,0.40702175737156165
72,0.4192275792177126
73,0.4237251718747501
74,0.41560191178967
75,0.40075851370369947
76,0.4033156321365975
77,0.4184404637804178
78,0.3921039682131657
79,0.3808505596141959
80,0.3636376112953043
81,0.33722113609252813
82,0.3397659627077357
83,0.34185207502165443
84,0.31830938231141903
85,0.30896875514535604
86,0.2973375770784426
87,0.2627300216682483
88,0.2752186714783836
89,0.27091863444874886
90,0.2793021911449012
91,0.26557173229881625
92,0.2609615313194192
93,0.25749090601864133
94,0.25107733578523794
95,0.25990780251229584
96,0.25944293605155544
97,0.2709216946415165
98,0.265260055181396
99,0.2667933721902287
100,0.2574554864360016
101,0.25987969770191766
102,0.2702058163247819
103,0.2534872243072336
104,0.2674203554230288
105,0.2594882868061625
106,0.271983274210409
107,0.2659541069011019
108,0.2828241907014207
109,0.2520836974962727
110,0.26126574469178965
111,0.26640618305828323
112,0.2578815142323445
113,0.25216595547786747
114,0.24671636419721352
115,0.26503076105770057
116,0.25570818981029253
117,0.24396346374650832
118,0.2706339005706647
119,0.25611468133600673
120,0.2440758829880212
121,0.26001370966359916
122,0.2492680753346015
123,0.26224975579661713
124,0.26465237434236455
125,0.2795780851027368
126,0.2691871883193666
127,0.2572587527633541
128,0.2714146659126352
129,0.26830051582609293
130,0.2728959950645211
131,0.27148595616335064
132,0.2955008311483557
133,0.28438983428444126
134,0.2819807036484842
135,0.3007622572961116
136,0.2942076671293678
137,0.2996161294192244
138,0.29542302880743065
139,0.2982667557794801
140,0.3045142494816033
141,0.3026415094339623
142,0.3030956420406834
143,0.3024598563912738
144,0.3031864685620277
145,0.30357787945778286
146,0.3030956420406834
147,0.30273233595530646
148,0.30291398899799493
149,0.30291398899799493
150,0.30291398899799493
151,0.30291398899799493
152,0.30291398899799493
153,0.30291398899799493
154,0.30291398899799493
155,0.30291398899799493
156,0.30291398899799493
157,0.3036687059791271
158,0.30300481551933917
159,0.3030956420406834
160,0.3030956420406834
161,0.3030956420406834
162,0.30291398899799493
163,0.30300481551933917
164,0.30394118554315974
165,0.300126471646702
166,0.30300481551933917
167,0.30300481551933917
168,0.3030956420406834
169,0.30291398899799493
170,0.30300481551933917
171,0.30291398899799493
172,0.3030956420406834
173,0.3030956420406834
174,0.30300481551933917
175,0.30300481551933917
176,0.3030956420406834
177,0.3016424176991757
178,0.3018240707418641
179,0.3038503590218155
180,0.2968286120679314
181,0.30291398899799493
182,0.30300481551933917
183,0.30300481551933917
184,0.3031864685620277
185,0.30291398899799493
186,0.30327729508337187
187,0.30291398899799493
188,0.3038503590218155
189,0.3020965503058969
190,0.3030956420406834
191,0.30300481551933917
192,0.3036687059791271
193,0.3029420938083732
194,0.30300481551933917
195,0.30318646856202763
196,0.3027042311449283
197,0.30215927201686293
198,0.30173324422051995
199,0.30282316247665075
200,0.30327729508337187
201,0.3009223176186314
202,0.3018240707418642
203,0.29838568711120256
204,0.2984765136325468
205,0.2874563432899765
206,0.3036687059791271
207,0.30291398899799493
208,0.3036687059791271
209,0.3003989512107347
210,0.30394118554315974
211,0.3030956420406834
212,0.3036687059791271
213,0.30291398899799493
214,0.30300481551933917
215,0.30291398899799493
216,0.30291398899799493
217,0.30300481551933917
218,0.30291398899799493
219,0.30291398899799493
220,0.30291398899799493
221,0.3038503590218155
222,0.30291398899799493
223,0.30291398899799493
224,0.3036687059791271
225,0.30318646856202763
226,0.30291398899799493
227,0.30291398899799493
228,0.30336812160471616
229,0.30291398899799493
230,0.29786232070330576
231,0.2868376947200658
232,0.3042417699175707
233,0.29879217863691665
234,0.3034870529364386
235,0.28529364385721384
236,0.30291398899799493
237,0.3036687059791271
238,0.30273233595530646
239,0.29914040409233456
240,0.30215927201686293
241,0.301858687642452
242,0.3045142494816033
243,0.3025225781022398
244,0.3020057237845526
245,0.30037084640035644
246,0.29673778554658714
247,0.3027323359553065
248,0.29401950199646976
249,0.2986581666752352
250,0.2881092660188851
251,0.2716264802152417
252,0.2896814216921152
253,0.2610453618494336
254,0.2532342810138296
255,0.26027316504721265
256,0.2700868849930595
257,0.2725628502390623
258,0.25403869552550856
259,0.279165081486813
260,0.2829797953832708
261,0.26927150275050127
262,0.2883104553322023
263,0.2900426713279523
264,0.28905866022312476
265,0.2924538584134492
266,0.28624303806145357
267,0.3002454029784244
268,0.30735797645365276
269,0.29955340770825833
270,0.3064928966805477
271,0.3110126300275907
272,0.31113156135931314
273,0.3080760200846572
274,0.3121652699946875
275,0.2977217966514146
276,0.3159604476205165
277,0.30989255051154185
278,0.31245283018867925
279,0.32257124740801674
280,0.3034438674961013
281,0.33406714307747676
282,0.3353150652065875
283,0.2978407279831371
284,0.29726838182267373
285,0.37406714307747674
286,0.3313614024110777
287,0.35897280345483523
288,0.32727469024728806
289,0.35737963949314455
290,0.3289922933667991
291,0.323607355234521
292,0.3571612948693928
293,0.49797497850963346
294,0.38689733175672203
295,0.4465456903448496
296,0.48364181118199134
297,0.5118486361463093
298,0.45079708515466893
299,0.4831071155498057
300,0.45394120116967596
301,0.49432234752778353
302,0.4118053876790232
303,0.5104139917326354
304,0.5140352915493831
305,0.456965577441186
306,0.48292875188879003
307,0.55113084722752
308,0.5318497404201251
309,0.4925594295946528
310,0.5081957202409797
311,0.49607220117243667
312,0.5091780603503351
313,0.4292498006447188
314,0.5140052553015952
315,0.5124405467051308
316,0.4994132461915445
317,0.5394391935009111
318,0.5687193174004331
