iteration,test_acc
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0005
13,0.02
14,0.1015
15,0.164
16,0.2385
17,0.2485
18,0.252
19,0.252
20,0.252
21,0.252
22,0.255
23,0.264
24,0.305
25,0.40149999999999997
26,0.478
27,0.488
28,0.4905
29,0.4905
30,0.4905
31,0.4905
32,0.4905
33,0.4905
34,0.4905
35,0.4905
36,0.4905
37,0.4905
38,0.4905
39,0.4905
40,0.4905
41,0.4905
42,0.4905
43,0.4905
44,0.4905
45,0.4905
46,0.4905
47,0.4905
48,0.4905
49,0.4905
50,0.49
51,0.4905
52,0.4905
53,0.4905
54,0.4905
55,0.4905
56,0.4905
57,0.4905
58,0.4905
59,0.4905
60,0.491
61,0.4905
62,0.4905
63,0.4905
64,0.4905
65,0.4905
66,0.4905
67,0.4905
68,0.4905
69,0.4905
70,0.4905
71,0.4905
72,0.4905
73,0.4905
74,0.4905
75,0.4905
76,0.4905
77,0.4905
78,0.4905
79,0.4905
80,0.4905
81,0.4905
82,0.4905
83,0.4905
84,0.4905
85,0.4905
86,0.4905
87,0.4905
88,0.4905
89,0.4905
90,0.4905
91,0.4905
92,0.4905
93,0.4905
94,0.4905
95,0.4905
96,0.4905
97,0.4905
98,0.4905
99,0.494
100,0.5405
101,0.496
102,0.4865
103,0.5640000000000001
104,0.5545
105,0.4865
106,0.528
107,0.4905
108,0.514
109,0.514
110,0.634
111,0.5955
112,0.51
113,0.5095000000000001
114,0.519
115,0.5105
116,0.5875
117,0.5425
118,0.603
119,0.5755
120,0.6225
121,0.5695
122,0.4905
123,0.491
124,0.521
125,0.5985
126,0.5845
127,0.5135000000000001
128,0.5725
129,0.5569999999999999
130,0.5545
131,0.5640000000000001
132,0.5389999999999999
133,0.4905
134,0.5415
135,0.5765
136,0.519
137,0.5155000000000001
138,0.544
139,0.6285000000000001
140,0.532
141,0.5545
142,0.5780000000000001
143,0.6535
144,0.4905
145,0.5845
146,0.552
147,0.6675
148,0.4905
149,0.6365000000000001
150,0.5655
151,0.519
152,0.5775
153,0.5660000000000001
154,0.5055000000000001
155,0.5175000000000001
156,0.5660000000000001
157,0.5095000000000001
158,0.5915
159,0.5615
160,0.509
161,0.5549999999999999
162,0.5935
163,0.6020000000000001
164,0.5615
165,0.5965
166,0.5825
167,0.519
168,0.509
169,0.6355
170,0.609
171,0.613
172,0.615
173,0.6645000000000001
174,0.5435
175,0.4925
176,0.6225
177,0.616
178,0.5700000000000001
179,0.5685
180,0.661
181,0.644
182,0.611
183,0.5435
184,0.6555
185,0.5795
186,0.6194999999999999
187,0.6475
188,0.6575
189,0.5754999999999999
190,0.5355000000000001
191,0.6355
192,0.6635
193,0.5895
194,0.569
195,0.6385000000000001
196,0.489
197,0.607
198,0.639
199,0.5509999999999999
200,0.5515
201,0.67
202,0.6000000000000001
203,0.615
204,0.6685000000000001
205,0.664
206,0.6275
207,0.5945
208,0.6415
209,0.6040000000000001
210,0.614
211,0.5815
212,0.5389999999999999
213,0.6615
214,0.585
215,0.633
216,0.6615
217,0.6735
218,0.623
219,0.5740000000000001
220,0.6695
221,0.643
222,0.6125
223,0.6145
224,0.6395
225,0.616
226,0.644
227,0.6305000000000001
228,0.6555
229,0.672
230,0.605
231,0.6355
232,0.6795
233,0.6100000000000001
234,0.6775
235,0.5840000000000001
236,0.674
237,0.6735
238,0.6805000000000001
239,0.6705000000000001
240,0.661
241,0.647
242,0.6765000000000001
243,0.679
244,0.6425000000000001
245,0.683
246,0.658
247,0.6835
248,0.682
249,0.6145
