iteration,test_acc,actions
18,0.1924,"[[[0.         0.         0.07394401 0.32052381 0.60553218]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12346833 0.10477228 0.55712101 0.21463838]
  [0.15902858 0.70731135 0.05528349 0.07837658 0.        ]]]"
19,0.1988,"[[[0.         0.         0.07513296 0.31961088 0.60525616]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13073264 0.09917846 0.55820046 0.21188843]
  [0.15756691 0.70624216 0.05638879 0.07980213 0.        ]]]"
20,0.2012,"[[[0.         0.         0.07305476 0.31868774 0.60825751]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.134403   0.10061342 0.55850235 0.20648123]
  [0.15921819 0.70378137 0.05579201 0.08120843 0.        ]]]"
21,0.2012,"[[[0.         0.         0.07175596 0.32031189 0.60793215]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12170353 0.10650694 0.55426572 0.21752381]
  [0.15800587 0.70615161 0.0566838  0.07915872 0.        ]]]"
22,0.2012,"[[[0.         0.         0.0702813  0.32006967 0.60964903]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12210729 0.1061836  0.5516298  0.22007932]
  [0.15640321 0.70480278 0.05857931 0.0802147  0.        ]]]"
23,0.1988,"[[[0.         0.         0.06683704 0.31850794 0.61465502]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.1279559  0.10880343 0.55258334 0.21065734]
  [0.1597504  0.70092571 0.05719884 0.08212504 0.        ]]]"
24,0.2012,"[[[0.         0.         0.06947961 0.31973647 0.61078392]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12346611 0.10721268 0.55248919 0.21683202]
  [0.15781328 0.70397427 0.05770834 0.0805041  0.        ]]]"
25,0.1924,"[[[0.         0.         0.06990147 0.31707042 0.61302811]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14274628 0.09472936 0.5535392  0.20898516]
  [0.15424125 0.69972965 0.0607321  0.085297   0.        ]]]"
26,0.1924,"[[[0.         0.         0.06308206 0.31692384 0.61999411]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.137258   0.10766693 0.55270923 0.20236584]
  [0.16090958 0.69635541 0.05756058 0.08517442 0.        ]]]"
27,0.2012,"[[[0.         0.         0.06703216 0.31771584 0.615252  ]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13501827 0.10240496 0.5513273  0.21124947]
  [0.15647532 0.69938663 0.05994473 0.08419332 0.        ]]]"
28,0.2012,"[[[0.         0.         0.06400641 0.31686612 0.61912747]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13885108 0.1038376  0.55079651 0.20651481]
  [0.15783499 0.69646433 0.05986386 0.08583682 0.        ]]]"
29,0.2012,"[[[0.         0.         0.06447576 0.3161292  0.61939504]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14495078 0.09794539 0.54913495 0.20796889]
  [0.15433204 0.69537916 0.06248998 0.08779881 0.        ]]]"
30,0.2012,"[[[0.         0.         0.06394275 0.31912938 0.61692787]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12080207 0.11500365 0.54463254 0.21956175]
  [0.1583836  0.69875676 0.06049941 0.08236024 0.        ]]]"
31,0.2012,"[[[0.         0.         0.06168083 0.31528613 0.62303304]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.1501837  0.09775393 0.54862084 0.20344153]
  [0.15492828 0.69247381 0.06280678 0.08979112 0.        ]]]"
32,0.1988,"[[[0.         0.         0.05991591 0.31604952 0.62403457]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14209776 0.10648751 0.54966298 0.20175175]
  [0.15956492 0.69299749 0.05984957 0.08758802 0.        ]]]"
33,0.1988,"[[[0.         0.         0.06312583 0.31896898 0.61790519]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.11955223 0.11783126 0.54567044 0.21694607]
  [0.16050117 0.6985376  0.05899039 0.08197084 0.        ]]]"
34,0.1924,"[[[0.         0.         0.06641068 0.31811251 0.61547681]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13149707 0.10508299 0.55025127 0.21316867]
  [0.15693854 0.69960758 0.05985226 0.08360161 0.        ]]]"
35,0.1988,"[[[0.         0.         0.06859832 0.32062794 0.61077374]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.1155799  0.11172127 0.54669668 0.22600216]
  [0.15613879 0.70383285 0.06011422 0.07991415 0.        ]]]"
36,0.1988,"[[[0.         0.         0.06791454 0.31911675 0.61296871]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12629554 0.10570581 0.54938009 0.21861855]
  [0.15579143 0.70177431 0.06021917 0.08221509 0.        ]]]"
37,0.1988,"[[[0.         0.         0.0686647  0.31854395 0.61279135]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13041955 0.10299039 0.55126643 0.21532362]
  [0.15586685 0.70159473 0.0598032  0.08273522 0.        ]]]"
38,0.1988,"[[[0.         0.         0.06865965 0.31863173 0.61270861]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12976853 0.10322685 0.55086405 0.21614058]
  [0.15572392 0.70164071 0.06000341 0.08263195 0.        ]]]"
39,0.1988,"[[[0.         0.         0.06828771 0.31812636 0.61358593]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13396402 0.10073835 0.55116005 0.21413757]
  [0.15506151 0.70062551 0.06053788 0.0837751  0.        ]]]"
40,0.2076,"[[[0.         0.         0.06535503 0.31847162 0.61617334]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12708396 0.10945986 0.54906439 0.21439179]
  [0.15826892 0.69954683 0.05931326 0.08287099 0.        ]]]"
41,0.1988,"[[[0.         0.         0.063943   0.31715658 0.61890042]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13658468 0.10444443 0.54896799 0.2100029 ]
  [0.15690392 0.69664431 0.06085151 0.08560027 0.        ]]]"
42,0.1924,"[[[0.         0.         0.06093214 0.31652045 0.62254741]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.1386773  0.10776999 0.54987065 0.20368206]
  [0.15985706 0.6943287  0.05935425 0.08646    0.        ]]]"
43,0.1924,"[[[0.         0.         0.06185672 0.31663973 0.62150355]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13907654 0.10517889 0.54817881 0.20756576]
  [0.15747954 0.69463414 0.06114255 0.08674377 0.        ]]]"
44,0.1988,"[[[0.         0.         0.06029303 0.31669577 0.6230112 ]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13646432 0.10940605 0.54814352 0.20598611]
  [0.15963059 0.69409041 0.05997388 0.08630512 0.        ]]]"
45,0.2076,"[[[0.         0.         0.06275377 0.31934815 0.61789808]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.11770482 0.11932867 0.5452745  0.21769201]
  [0.16085708 0.69864826 0.05880986 0.0816848  0.        ]]]"
46,0.2076,"[[[0.         0.         0.0656616  0.3177324  0.616606  ]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13473738 0.10146563 0.54467583 0.21912116]
  [0.15260161 0.69735466 0.06440556 0.08563818 0.        ]]]"
47,0.2012,"[[[0.         0.         0.06224987 0.31838013 0.61936999]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12782921 0.11113384 0.54227103 0.21876592]
  [0.15644293 0.69564985 0.06321032 0.0846969  0.        ]]]"
48,0.2012,"[[[0.         0.         0.05508083 0.31603159 0.62888758]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14027107 0.11128734 0.54385303 0.20458856]
  [0.15955733 0.68937118 0.06220515 0.08886634 0.        ]]]"
49,0.1988,"[[[0.         0.         0.05564143 0.31619882 0.62815975]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13809545 0.11266065 0.54406842 0.20517548]
  [0.16018936 0.68999495 0.06169313 0.08812256 0.        ]]]"
50,0.1988,"[[[0.         0.         0.06283556 0.31775181 0.61941263]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13193874 0.10777534 0.54502963 0.21525629]
  [0.15629461 0.69604147 0.06240593 0.085258   0.        ]]]"
51,0.2012,"[[[0.         0.         0.0643414  0.31972999 0.6159286 ]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.11727275 0.11687217 0.54354549 0.22230959]
  [0.15847743 0.69930403 0.06066371 0.08155484 0.        ]]]"
52,0.2076,"[[[0.         0.         0.06227492 0.3181357  0.61958938]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12989076 0.10946249 0.54268921 0.21795753]
  [0.15594298 0.69546097 0.06341838 0.08517767 0.        ]]]"
53,0.2076,"[[[0.         0.         0.06025707 0.31651214 0.62323079]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14018329 0.10470431 0.54384396 0.21126844]
  [0.15537134 0.69259569 0.06397132 0.08806164 0.        ]]]"
54,0.2012,"[[[0.         0.         0.05693236 0.31621491 0.62685272]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13948268 0.10985712 0.54429217 0.20636803]
  [0.15874971 0.69066562 0.06230588 0.08827879 0.        ]]]"
55,0.2076,"[[[0.         0.         0.06001797 0.31925053 0.6207315 ]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.11836425 0.12241531 0.53866185 0.22055859]
  [0.16046105 0.69419613 0.06230425 0.08303857 0.        ]]]"
56,0.2076,"[[[0.         0.         0.06021973 0.31815089 0.62162939]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12747207 0.11435816 0.54175612 0.21641364]
  [0.15825898 0.69413396 0.06263622 0.08497084 0.        ]]]"
57,0.1988,"[[[0.         0.         0.06400433 0.31826992 0.61772575]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13111504 0.10582247 0.54212735 0.22093514]
  [0.15357215 0.69629638 0.06479726 0.08533422 0.        ]]]"
58,0.1988,"[[[0.         0.         0.05573675 0.31619994 0.62806331]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13921031 0.11122382 0.54316927 0.20639659]
  [0.15905882 0.68973219 0.06264403 0.08856495 0.        ]]]"
59,0.2076,"[[[0.         0.         0.05929418 0.31730073 0.62340509]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13420919 0.11009789 0.54196764 0.21372528]
  [0.15689791 0.69254069 0.06369727 0.08686413 0.        ]]]"
60,0.2012,"[[[0.         0.         0.06109331 0.31728689 0.6216198 ]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13690521 0.1052051  0.54074486 0.21714483]
  [0.15370557 0.69298458 0.06578401 0.08752584 0.        ]]]"
61,0.2012,"[[[0.         0.         0.05242108 0.31637111 0.63120781]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13898659 0.11443057 0.53829287 0.20828997]
  [0.15904185 0.68645137 0.06488064 0.08962614 0.        ]]]"
62,0.2012,"[[[0.         0.         0.05866452 0.31878867 0.62254681]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12388738 0.11922064 0.53769251 0.21919947]
  [0.1591432  0.69225428 0.06389217 0.08471035 0.        ]]]"
63,0.1924,"[[[0.         0.         0.06078993 0.3195078  0.61970227]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12460482 0.11519004 0.53577647 0.22442867]
  [0.15590829 0.69309511 0.06622584 0.08477076 0.        ]]]"
64,0.1988,"[[[0.         0.         0.05270749 0.31640903 0.63088348]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13664311 0.11647783 0.53989016 0.2069889 ]
  [0.16060645 0.68732852 0.06333444 0.08873059 0.        ]]]"
65,0.1988,"[[[0.         0.         0.05882712 0.31740266 0.62377022]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13504674 0.1095169  0.54016819 0.21526816]
  [0.15588834 0.69169574 0.06498698 0.08742894 0.        ]]]"
66,0.1924,"[[[0.         0.         0.06006454 0.31846485 0.62147061]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12832134 0.1133089  0.53873504 0.21963472]
  [0.15653219 0.69302401 0.06486333 0.08558047 0.        ]]]"
67,0.2012,"[[[0.         0.         0.05667501 0.31663365 0.62669133]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13933275 0.1089492  0.53937464 0.21234341]
  [0.15601253 0.68936984 0.06561463 0.08900301 0.        ]]]"
68,0.1988,"[[[0.         0.         0.05402983 0.31585308 0.63011708]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.1431295  0.10933264 0.53993181 0.20760605]
  [0.15715945 0.68730674 0.06515858 0.09037523 0.        ]]]"
69,0.2076,"[[[0.         0.         0.05815584 0.31733679 0.62450737]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13483785 0.11064993 0.53991186 0.21460036]
  [0.15650654 0.6911673  0.06484416 0.087482   0.        ]]]"
70,0.2012,"[[[0.         0.         0.06241204 0.32013643 0.61745153]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.1227414  0.11439408 0.53492417 0.22794035]
  [0.15473551 0.69417587 0.06699042 0.0840982  0.        ]]]"
71,0.2012,"[[[0.         0.         0.05558136 0.31648005 0.62793858]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14039276 0.10933905 0.53862606 0.21164213]
  [0.156136   0.68833453 0.06597389 0.08955558 0.        ]]]"
72,0.2012,"[[[0.         0.         0.05527469 0.31508385 0.62964145]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.15065899 0.10134725 0.53581559 0.21217817]
  [0.15143076 0.68592508 0.06958569 0.09305847 0.        ]]]"
73,0.2012,"[[[0.         0.         0.04555523 0.31556091 0.63888387]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13870275 0.12320159 0.53795186 0.2001438 ]
  [0.16449754 0.68206574 0.06293815 0.09049857 0.        ]]]"
74,0.1988,"[[[0.         0.         0.05830889 0.31978537 0.62190573]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.11425533 0.12938041 0.53391322 0.22245105]
  [0.1626723  0.69133908 0.0634538  0.08253482 0.        ]]]"
75,0.2076,"[[[0.         0.         0.05701466 0.31769899 0.62528636]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13097624 0.11538669 0.53900199 0.21463509]
  [0.15849102 0.69067156 0.06414037 0.08669706 0.        ]]]"
76,0.2076,"[[[0.         0.         0.06039369 0.31817741 0.6214289 ]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13508205 0.10705717 0.53509617 0.22276461]
  [0.15230905 0.69112885 0.06880057 0.08776154 0.        ]]]"
77,0.2012,"[[[0.         0.         0.0526636  0.31599789 0.63133851]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14264543 0.1109984  0.53799745 0.20835871]
  [0.15733185 0.68605018 0.065935   0.09068297 0.        ]]]"
78,0.2012,"[[[0.         0.         0.05124133 0.31654432 0.63221435]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14431901 0.11049165 0.532237   0.21295234]
  [0.15488499 0.68346366 0.06960404 0.09204731 0.        ]]]"
79,0.2076,"[[[0.         0.         0.04981212 0.3180899  0.63209798]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.11805927 0.13901228 0.53093483 0.21199362]
  [0.16911987 0.68313952 0.06314554 0.08459506 0.        ]]]"
80,0.2012,"[[[0.         0.         0.05463385 0.31659938 0.62876677]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14232797 0.10848406 0.53491704 0.21427093]
  [0.15439825 0.68644388 0.06846963 0.09068824 0.        ]]]"
81,0.2012,"[[[0.         0.         0.04965404 0.31651882 0.63382713]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13831273 0.11803431 0.53586209 0.20779087]
  [0.16029278 0.68412524 0.06551542 0.09006656 0.        ]]]"
82,0.1988,"[[[0.         0.         0.04904699 0.31632801 0.634625  ]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13958223 0.11762748 0.53582748 0.20696281]
  [0.16022239 0.68361044 0.06564708 0.09052009 0.        ]]]"
83,0.1988,"[[[0.         0.         0.05372928 0.31912135 0.62714937]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.11567475 0.13547973 0.53122518 0.21762034]
  [0.16634994 0.68642993 0.06372134 0.08349879 0.        ]]]"
84,0.2076,"[[[0.         0.         0.0546433  0.31773433 0.62762237]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13197504 0.11729331 0.53643096 0.21430069]
  [0.15892014 0.68822358 0.06529314 0.08756314 0.        ]]]"
85,0.2012,"[[[0.         0.         0.05902699 0.31695279 0.62402022]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14216888 0.10332357 0.53434411 0.22016344]
  [0.15079246 0.68896249 0.07013744 0.09010762 0.        ]]]"
86,0.2076,"[[[0.         0.         0.05461595 0.31933788 0.62604617]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12060886 0.12824672 0.53216123 0.21898318]
  [0.16266372 0.68757118 0.06508189 0.0846832  0.        ]]]"
87,0.2076,"[[[0.         0.         0.05174649 0.31720477 0.63104874]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13933984 0.11423133 0.53282518 0.21360366]
  [0.15684189 0.68443393 0.0683588  0.09036538 0.        ]]]"
88,0.2076,"[[[0.         0.         0.05770557 0.31987915 0.62241528]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12978554 0.11484241 0.52995316 0.2254189 ]
  [0.15471355 0.68838676 0.07002047 0.08687923 0.        ]]]"
89,0.1988,"[[[0.         0.         0.05099429 0.3185033  0.63050241]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12560128 0.12818371 0.53203453 0.21418047]
  [0.16347833 0.68470497 0.06530607 0.08651064 0.        ]]]"
90,0.1988,"[[[0.         0.         0.05359003 0.31854821 0.62786176]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.121461   0.12908968 0.53397017 0.21547915]
  [0.16393517 0.68738495 0.06368571 0.08499416 0.        ]]]"
91,0.1988,"[[[0.         0.         0.04869655 0.31611437 0.63518908]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13750532 0.12028021 0.5384846  0.20372987]
  [0.16259124 0.68439657 0.06329696 0.08971524 0.        ]]]"
92,0.1988,"[[[0.         0.         0.05918809 0.3176546  0.62315731]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13901087 0.10546494 0.5337669  0.22175729]
  [0.15143385 0.68937788 0.06998839 0.08919989 0.        ]]]"
93,0.1988,"[[[0.         0.         0.05135352 0.31846197 0.6301845 ]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12401164 0.12945264 0.53245215 0.21408357]
  [0.16417693 0.68513339 0.0646763  0.08601338 0.        ]]]"
94,0.1988,"[[[0.         0.         0.0567451  0.31858686 0.62466804]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13072735 0.11545018 0.53408368 0.21973879]
  [0.15666232 0.68898767 0.06725308 0.08709693 0.        ]]]"
95,0.2012,"[[[0.         0.         0.04842994 0.31647815 0.6350919 ]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.13957658 0.11818652 0.53472554 0.20751136]
  [0.16015544 0.68292704 0.06621049 0.09070703 0.        ]]]"
96,0.1988,"[[[0.         0.         0.05364512 0.31666556 0.62968932]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14304201 0.10897183 0.53328419 0.21470197]
  [0.15417368 0.68528017 0.06934142 0.09120473 0.        ]]]"
97,0.1988,"[[[0.         0.         0.05269811 0.31950826 0.62779363]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.12485541 0.12635283 0.53009173 0.21870002]
  [0.16155011 0.68531788 0.0670168  0.08611521 0.        ]]]"
98,0.1988,"[[[0.         0.         0.05210308 0.31681517 0.63108176]
  [0.         1.         0.         0.         0.        ]
  [1.         0.         0.         0.         0.        ]
  [0.         0.14040045 0.11302687 0.53420608 0.2123666 ]
  [0.1567531  0.68493898 0.0677904  0.09051753 0.        ]]]"
