iteration,test_acc,actions
120,0.7835,"[[[0.02285262 0.02943277]
  [0.         0.10386275]]]"
121,0.802,"[[[0.02576265 0.03202557]
  [0.         0.11625674]]]"
122,0.755,"[[[0.0244296  0.03145934]
  [0.         0.11183208]]]"
123,0.7665,"[[[0.02634582 0.03528488]
  [0.         0.12427197]]]"
124,0.7925,"[[[0.02482075 0.03393807]
  [0.         0.11779635]]]"
125,0.7895,"[[[0.02373634 0.02938082]
  [0.         0.10593027]]]"
126,0.788,"[[[0.02597189 0.03087702]
  [0.         0.11445259]]]"
127,0.7965,"[[[0.02321708 0.03040439]
  [0.         0.10672   ]]]"
128,0.7605,"[[[0.02269108 0.02850833]
  [0.         0.10159931]]]"
129,0.7969999999999999,"[[[0.02800375 0.03315203]
  [0.         0.12405526]]]"
130,0.7749999999999999,"[[[0.02372727 0.02971548]
  [0.         0.10658376]]]"
131,0.7865,"[[[0.02647792 0.03208363]
  [0.         0.1181358 ]]]"
132,0.8035,"[[[0.02340198 0.03084198]
  [0.         0.10805788]]]"
133,0.7985,"[[[0.02231785 0.02975332]
  [0.         0.10319517]]]"
134,0.7929999999999999,"[[[0.02290087 0.02860458]
  [0.         0.10230917]]]"
135,0.739,"[[[0.0230823  0.0303015 ]
  [0.         0.10618091]]]"
136,0.7849999999999999,"[[[0.0243256  0.03566624]
  [0.         0.12005708]]]"
137,0.8045,"[[[0.02551758 0.03195826]
  [0.         0.11551739]]]"
138,0.7975,"[[[0.0237151  0.02930824]
  [0.         0.10573148]]]"
139,0.8065,"[[[0.02257951 0.02900585]
  [0.         0.10232967]]]"
140,0.79,"[[[0.02187352 0.0282518 ]
  [0.         0.09907282]]]"
141,0.806,"[[[0.02528417 0.02985626]
  [0.         0.11069791]]]"
142,0.7809999999999999,"[[[0.02207883 0.02880589]
  [0.         0.10069568]]]"
143,0.8089999999999999,"[[[0.02302021 0.03022504]
  [0.         0.10587393]]]"
144,0.7955,"[[[0.02207236 0.02971648]
  [0.         0.10251734]]]"
145,0.8105,"[[[0.02324651 0.02894633]
  [0.         0.10384874]]]"
146,0.8015,"[[[0.02165017 0.02815186]
  [0.         0.09832244]]]"
147,0.808,"[[[0.02526819 0.03016674]
  [0.         0.11128563]]]"
148,0.7965,"[[[0.02203384 0.030162  ]
  [0.         0.10332135]]]"
149,0.7995,"[[[0.02358904 0.02918789]
  [0.         0.10517853]]]"
150,0.8015,"[[[0.02217144 0.02997766]
  [0.         0.10328786]]]"
151,0.8035,"[[[0.02307892 0.02925008]
  [0.         0.10405016]]]"
152,0.8225,"[[[0.02209887 0.03003861]
  [0.         0.10323235]]]"
153,0.8165,"[[[0.02174546 0.02755885]
  [0.         0.0973593 ]]]"
154,0.768,"[[[0.02149319 0.02957376]
  [0.         0.10080566]]]"
155,0.808,"[[[0.02878672 0.03340632]
  [0.         0.12650147]]]"
156,0.8160000000000001,"[[[0.02190834 0.02943732]
  [0.         0.10155096]]]"
157,0.8095,"[[[0.02172718 0.02747838]
  [0.         0.09715191]]]"
158,0.7895,"[[[0.02110556 0.02943896]
  [0.         0.09958084]]]"
159,0.8109999999999999,"[[[0.0233879  0.02988529]
  [0.         0.10609218]]]"
160,0.8160000000000001,"[[[0.02252812 0.02925297]
  [0.         0.10270222]]]"
161,0.8105,"[[[0.02123356 0.02738073]
  [0.         0.09574263]]]"
162,0.8125,"[[[0.02180616 0.02746034]
  [0.         0.09730943]]]"
163,0.7969999999999999,"[[[0.02119839 0.02847989]
  [0.         0.09787463]]]"
164,0.808,"[[[0.02211481 0.03054125]
  [0.         0.10428528]]]"
