iteration,test_acc,actions
0,0.3241766858337689,"[[[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.47550926e-03
   7.56393047e-03 0.00000000e+00 4.06340975e-03 2.02314509e-03
   2.72980984e-03 1.05427969e-02]
  [1.43801305e-03 1.07689518e-02 0.00000000e+00 1.52889285e-02
   2.35452782e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [8.91646184e-03 0.00000000e+00 5.37206652e-03 0.00000000e+00
   2.10997788e-03 4.87325434e-03 0.00000000e+00 2.42396654e-03
   4.05461248e-03 6.07961696e-03]
  [0.00000000e+00 4.22566617e-03 0.00000000e+00 0.00000000e+00
   0.00000000e+00 5.12654241e-03 2.42240401e-03 1.51042789e-02
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 8.44642427e-03 0.00000000e+00 1.12399850e-02
   2.64232233e-03 4.10449272e-03 7.28448504e-05 2.62184720e-03
   0.00000000e+00 5.21941157e-03]
  [4.65225428e-03 0.00000000e+00 2.72260304e-03 2.70100124e-03
   2.50004721e-03 0.00000000e+00 2.80570448e-03 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [9.68796667e-03 6.96563162e-04 0.00000000e+00 8.18258524e-03
   9.71633196e-03 0.00000000e+00 0.00000000e+00 6.79109152e-03
   0.00000000e+00 7.74762302e-04]
  [1.22717479e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
   0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
   5.41515881e-04 4.65482532e-04]
  [0.00000000e+00 6.83537778e-03 0.00000000e+00 0.00000000e+00
   7.86399469e-04 0.00000000e+00 0.00000000e+00 5.17679285e-03
   8.24108068e-03 3.73239070e-03]
  [0.00000000e+00 2.00908398e-03 0.00000000e+00 2.06419034e-04
   0.00000000e+00 0.00000000e+00 2.63231993e-03 9.91513394e-03
   6.07413240e-03 0.00000000e+00]]]"
1,0.33238369053842126,"[[[0.00220999 0.         0.         0.         0.0325923  0.
   0.05527607 0.         0.02164746 0.1949897 ]
  [0.09488495 0.19162677 0.         0.25887898 0.09213444 0.
   0.13356093 0.         0.         0.        ]
  [0.09480192 0.         0.11608809 0.         0.04745447 0.
   0.         0.01487076 0.20873173 0.08955086]
  [0.         0.06615862 0.         0.         0.         0.
   0.         0.20715663 0.         0.10463819]
  [0.         0.08209915 0.         0.08912925 0.         0.01833851
   0.06471558 0.16637608 0.         0.12116166]
  [0.19678695 0.         0.         0.10754237 0.0565516  0.
   0.01761165 0.00815778 0.05118598 0.        ]
  [0.09937645 0.         0.         0.07669771 0.17902154 0.
   0.         0.02624072 0.00186363 0.        ]
  [0.15501149 0.05807549 0.         0.12352465 0.         0.06671415
   0.         0.01006605 0.06459594 0.02496727]
  [0.04144617 0.00377346 0.         0.         0.03411703 0.
   0.04662969 0.05497878 0.0663505  0.20963356]
  [0.03684168 0.01135353 0.         0.         0.         0.08578293
   0.         0.04365632 0.0313102  0.        ]]]"
2,0.41549921589127026,"[[[0.00490336 0.         0.         0.         0.03788327 0.
   0.05380946 0.         0.02443684 0.18572703]
  [0.09696129 0.18968584 0.         0.24824122 0.08819666 0.
   0.13147125 0.         0.         0.        ]
  [0.09598446 0.         0.11777938 0.         0.04411244 0.
   0.         0.02083202 0.2048161  0.08635804]
  [0.         0.07196492 0.         0.         0.         0.
   0.         0.2082548  0.         0.1009897 ]
  [0.         0.08337544 0.         0.09824111 0.         0.01782991
   0.06289532 0.16532364 0.         0.11920823]
  [0.18861131 0.         0.         0.107706   0.05829437 0.
   0.01888342 0.00753182 0.05790165 0.        ]
  [0.09883509 0.         0.         0.08139464 0.17479238 0.
   0.         0.02063602 0.00475586 0.00381707]
  [0.15311812 0.05385812 0.         0.11978386 0.         0.06202682
   0.         0.01179969 0.06632159 0.02291144]
  [0.03923717 0.01030509 0.         0.         0.03588971 0.
   0.04180331 0.05484383 0.06800542 0.20115188]
  [0.03590685 0.00964531 0.         0.         0.         0.0773673
   0.00226826 0.04423476 0.03570864 0.        ]]]"
3,0.39720334553058023,"[[[0.0036685  0.         0.         0.         0.03490223 0.
   0.05062317 0.         0.0239088  0.17251016]
  [0.08892971 0.17208485 0.         0.22991115 0.07912885 0.
   0.12304407 0.         0.         0.        ]
  [0.08970055 0.         0.10897348 0.         0.04036194 0.
   0.         0.01801402 0.18747072 0.0796193 ]
  [0.         0.06461027 0.         0.         0.         0.
   0.         0.19055435 0.         0.09138356]
  [0.         0.07829746 0.         0.088756   0.         0.01600887
   0.05619192 0.1544275  0.         0.10872167]
  [0.17372099 0.         0.         0.09811922 0.05392224 0.
   0.01684119 0.00557029 0.04924118 0.        ]
  [0.09238619 0.         0.         0.07760707 0.15861811 0.
   0.         0.02274626 0.00650606 0.00337859]
  [0.14085743 0.04975201 0.         0.10719043 0.         0.05564835
   0.         0.01240356 0.05874661 0.0202311 ]
  [0.03525292 0.00961174 0.         0.         0.03499484 0.
   0.03790689 0.05111604 0.06298239 0.18428145]
  [0.02972003 0.01058299 0.         0.         0.         0.0703688
   0.00224819 0.03983465 0.03359321 0.        ]]]"
4,0.37488238369053845,"[[[0.00367729 0.         0.         0.         0.03639833 0.
   0.04988208 0.         0.02360282 0.17011404]
  [0.08812843 0.17122364 0.         0.2286551  0.07970434 0.
   0.12238788 0.         0.         0.        ]
  [0.08980116 0.         0.10902566 0.         0.03965873 0.
   0.         0.01698203 0.18723121 0.07969765]
  [0.         0.0646839  0.         0.         0.         0.
   0.         0.1901754  0.         0.0922019 ]
  [0.         0.07784667 0.         0.08876754 0.         0.01719382
   0.05679157 0.1527634  0.         0.10826872]
  [0.17086558 0.         0.         0.09831107 0.05456445 0.
   0.01577445 0.00393822 0.04912747 0.        ]
  [0.0921877  0.         0.         0.07655513 0.15794255 0.
   0.         0.0225196  0.00579395 0.00368636]
  [0.13985963 0.05029945 0.         0.1068608  0.         0.05359656
   0.         0.01086539 0.05804849 0.02033744]
  [0.03590297 0.00932429 0.         0.         0.03359198 0.
   0.03721357 0.04947818 0.06224218 0.18214288]
  [0.03093771 0.01048642 0.         0.         0.         0.07020702
   0.00261952 0.04034493 0.03204489 0.        ]]]"
5,0.3862780972294825,"[[[0.00315829 0.         0.         0.         0.03448341 0.
   0.04843399 0.         0.02400475 0.17283367]
  [0.0864102  0.17020926 0.         0.22922546 0.0786576  0.
   0.12281442 0.         0.         0.        ]
  [0.08813234 0.         0.10585017 0.         0.04062393 0.
   0.         0.01400693 0.18604913 0.08074068]
  [0.         0.05896838 0.         0.         0.         0.
   0.         0.18502934 0.         0.09179464]
  [0.         0.07773906 0.         0.0831054  0.         0.01677813
   0.05792568 0.15267035 0.         0.10820051]
  [0.17399265 0.         0.         0.09555582 0.05332982 0.
   0.01478256 0.00327637 0.04549474 0.        ]
  [0.09146287 0.         0.         0.07410397 0.15643825 0.
   0.         0.0259475  0.00520698 0.00121456]
  [0.13973647 0.05158291 0.         0.10688396 0.         0.05598393
   0.         0.00950283 0.05574942 0.01996179]
  [0.03619755 0.00559431 0.         0.         0.03473353 0.
   0.03973594 0.04853546 0.06174798 0.18609898]
  [0.03047392 0.01152938 0.         0.         0.         0.07170868
   0.00061436 0.03750252 0.03142823 0.        ]]]"
6,0.34641923680083636,"[[[0.00075938 0.         0.         0.         0.0347118  0.
   0.04669441 0.         0.02650069 0.17039521]
  [0.08620057 0.16620526 0.         0.22580373 0.07860289 0.
   0.1226287  0.         0.         0.        ]
  [0.08812509 0.         0.10464876 0.         0.04153199 0.
   0.         0.01239536 0.18075219 0.08002443]
  [0.         0.05766299 0.         0.         0.         0.
   0.         0.18258463 0.         0.08980582]
  [0.         0.07708755 0.         0.08129069 0.         0.01929964
   0.0556411  0.15006104 0.         0.10775089]
  [0.17081285 0.         0.         0.09386092 0.05258732 0.
   0.01414637 0.00202369 0.04559764 0.        ]
  [0.0890605  0.         0.         0.07364094 0.15431346 0.
   0.         0.02605424 0.00530049 0.00035886]
  [0.1355689  0.04856814 0.         0.10276353 0.         0.0545807
   0.         0.00961947 0.05425301 0.0205151 ]
  [0.03506304 0.00509408 0.         0.         0.03413245 0.
   0.03812547 0.04440022 0.06133807 0.18349928]
  [0.03024443 0.01279741 0.         0.         0.         0.0693883
   0.00148964 0.0369586  0.03142454 0.        ]]]"
7,0.36251960271824357,"[[[0.00236169 0.         0.         0.         0.0365391  0.
   0.04554614 0.         0.02657714 0.16735829]
  [0.08559634 0.16684751 0.         0.22252318 0.07792156 0.
   0.12141502 0.         0.         0.        ]
  [0.08729228 0.         0.10455164 0.         0.04127375 0.
   0.         0.01184646 0.18005128 0.08052718]
  [0.         0.05778226 0.         0.         0.         0.
   0.         0.18123133 0.         0.08979967]
  [0.         0.07594822 0.         0.08282095 0.         0.02059527
   0.05661292 0.14774436 0.         0.10710475]
  [0.16942045 0.         0.         0.09365194 0.05225755 0.
   0.01404765 0.00090118 0.04668249 0.        ]
  [0.08765604 0.         0.         0.07226668 0.15304308 0.
   0.         0.02593574 0.00471087 0.00196541]
  [0.13554901 0.04815314 0.         0.10307345 0.         0.0530177
   0.         0.00825469 0.0539565  0.01969676]
  [0.03625302 0.00463168 0.         0.         0.03324363 0.
   0.03947928 0.04209622 0.06155875 0.18277726]
  [0.0307692  0.01152023 0.         0.         0.         0.06827397
   0.00189614 0.03657694 0.03205299 0.        ]]]"
8,0.36727652901202307,"[[[0.00330585 0.         0.         0.         0.03624382 0.
   0.04834194 0.         0.02516255 0.16663577]
  [0.08639854 0.16615528 0.         0.2247844  0.0777072  0.
   0.12158865 0.         0.         0.        ]
  [0.08897538 0.         0.10790888 0.         0.03767077 0.
   0.         0.01446384 0.18274197 0.0791679 ]
  [0.         0.06150876 0.         0.         0.         0.
   0.         0.18513575 0.         0.09057375]
  [0.         0.07801396 0.         0.08629455 0.         0.01731892
   0.05622994 0.15048543 0.         0.10586726]
  [0.16657415 0.         0.         0.09686945 0.05511778 0.
   0.01418168 0.00305863 0.04629921 0.        ]
  [0.09035935 0.         0.         0.07634138 0.15409149 0.
   0.         0.02533782 0.00802604 0.00396062]
  [0.13729325 0.05064969 0.         0.10451101 0.         0.05082837
   0.         0.010128   0.05477104 0.01956599]
  [0.03543188 0.00803874 0.         0.         0.03397905 0.
   0.03694428 0.04865203 0.06105929 0.17842601]
  [0.03013631 0.01104044 0.         0.         0.         0.06788234
   0.00274059 0.03825101 0.03203476 0.        ]]]"
9,0.37153685311029794,"[[[0.00252883 0.         0.         0.         0.03604304 0.
   0.04887008 0.         0.024596   0.16747345]
  [0.08698047 0.16695777 0.         0.22268829 0.07668856 0.
   0.11998885 0.         0.         0.        ]
  [0.08904652 0.         0.10673059 0.         0.04035404 0.
   0.         0.01423723 0.18270883 0.07896289]
  [0.         0.06107766 0.         0.         0.         0.
   0.         0.18396915 0.         0.08863299]
  [0.         0.07601926 0.         0.08641173 0.         0.01812916
   0.0555427  0.14960003 0.         0.10601113]
  [0.16793969 0.         0.         0.09480958 0.053719   0.
   0.01637267 0.00287413 0.04631798 0.        ]
  [0.08781323 0.         0.         0.07527274 0.15410717 0.
   0.         0.02470707 0.00582618 0.00306117]
  [0.13708884 0.0477796  0.         0.10401861 0.         0.05161553
   0.         0.00944365 0.05500985 0.01877202]
  [0.03506794 0.00699235 0.         0.         0.03359126 0.
   0.03804499 0.04686951 0.06068979 0.17958216]
  [0.02860383 0.00965624 0.         0.         0.         0.06690573
   0.00308919 0.03856823 0.03266584 0.        ]]]"
