iteration,test_acc,actions
0,0.3077239112571898,"[[[0.00000000e+00 8.87780800e-04 0.00000000e+00 4.81978990e-03
   0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
   2.54739472e-03 4.17628279e-03]
  [5.44028822e-04 2.26959027e-03 4.79415758e-04 7.71304732e-03
   1.50630623e-03 0.00000000e+00 0.00000000e+00 3.63226701e-03
   1.88638903e-02 0.00000000e+00]
  [9.01833829e-03 3.35569400e-03 5.95593173e-03 5.51064592e-03
   0.00000000e+00 2.08913721e-03 7.18461443e-03 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [4.39390121e-03 0.00000000e+00 1.45875721e-03 5.15117031e-03
   3.03532975e-03 0.00000000e+00 5.04076574e-03 4.20939457e-03
   0.00000000e+00 6.08351408e-03]
  [0.00000000e+00 0.00000000e+00 1.66799175e-04 4.83355299e-03
   2.27852666e-04 4.69773076e-05 2.62692804e-04 1.11809047e-03
   5.64516522e-03 5.89780742e-03]
  [0.00000000e+00 3.72436643e-03 6.69059157e-03 1.94766140e-03
   1.15847075e-02 0.00000000e+00 0.00000000e+00 1.14548136e-03
   0.00000000e+00 0.00000000e+00]
  [4.90592513e-03 0.00000000e+00 0.00000000e+00 5.35067916e-03
   5.66488225e-03 0.00000000e+00 0.00000000e+00 4.39231470e-03
   1.68374297e-03 1.51170734e-02]
  [3.44587956e-04 0.00000000e+00 0.00000000e+00 2.99469568e-03
   0.00000000e+00 0.00000000e+00 2.37980392e-03 5.71405236e-03
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 3.17845540e-03 0.00000000e+00
   1.51285892e-02 0.00000000e+00 0.00000000e+00 4.87880502e-03
   6.20671269e-03 3.71228880e-03]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 7.09028263e-03
   0.00000000e+00 0.00000000e+00 2.61573121e-03 5.69513068e-04
   1.21153868e-03 0.00000000e+00]]]"
1,0.3569706929608326,"[[[0.10680188 0.04672975 0.07292579 0.05480338 0.         0.
   0.         0.         0.02939412 0.04701446]
  [0.11657949 0.         0.         0.         0.         0.21301089
   0.         0.05337822 0.36526477 0.        ]
  [0.16138352 0.29843172 0.01690733 0.2288758  0.         0.09101988
   0.22026207 0.         0.10672478 0.        ]
  [0.         0.         0.         0.09565109 0.         0.
   0.11717332 0.18641944 0.         0.1008561 ]
  [0.         0.         0.         0.         0.02484728 0.
   0.         0.15763551 0.         0.10221466]
  [0.06712601 0.10544381 0.26614124 0.08079216 0.05065772 0.13218324
   0.         0.01130242 0.         0.        ]
  [0.         0.12432581 0.1009541  0.03128831 0.1055674  0.16094391
   0.         0.15023303 0.         0.11687359]
  [0.         0.         0.         0.07826938 0.         0.
   0.         0.06156527 0.         0.05716503]
  [0.         0.         0.05655109 0.00698269 0.08273137 0.05844976
   0.         0.         0.29608828 0.09758794]
  [0.         0.05914037 0.0981814  0.1385307  0.         0.
   0.         0.18974638 0.         0.        ]]]"
2,0.45529991783073137,"[[[0.09875496 0.04610553 0.07581314 0.04904402 0.         0.
   0.         0.         0.0309861  0.03940884]
  [0.11789948 0.         0.         0.         0.         0.21344064
   0.         0.05788017 0.35959449 0.        ]
  [0.15755776 0.28715944 0.01503495 0.22239432 0.         0.08915227
   0.21158199 0.         0.1040659  0.        ]
  [0.         0.         0.         0.09596204 0.         0.
   0.11381751 0.18113743 0.         0.09526818]
  [0.         0.         0.00446837 0.         0.02598916 0.
   0.         0.15874965 0.         0.09161936]
  [0.06484897 0.10415905 0.25538898 0.07490204 0.04712234 0.1320992
   0.         0.00606705 0.         0.        ]
  [0.         0.12216254 0.0996533  0.03286768 0.09963557 0.16284442
   0.         0.15311421 0.         0.11567996]
  [0.         0.         0.         0.08083522 0.         0.
   0.         0.06447969 0.         0.05339161]
  [0.         0.         0.05487012 0.00273095 0.080422   0.05436557
   0.         0.         0.28937733 0.09904862]
  [0.         0.05494976 0.09411781 0.13680118 0.         0.
   0.         0.18793932 0.         0.        ]]]"
3,0.41766639276910433,"[[[0.10886719 0.02940291 0.06709095 0.03825315 0.         0.
   0.         0.         0.01443061 0.03281851]
  [0.1155261  0.         0.         0.         0.         0.2028874
   0.         0.04665423 0.33296806 0.        ]
  [0.1523466  0.26191232 0.00708831 0.19643055 0.         0.09806319
   0.19437408 0.         0.09564845 0.        ]
  [0.         0.         0.         0.09458111 0.         0.
   0.12268846 0.17064051 0.         0.09325311]
  [0.         0.         0.00824409 0.         0.01883389 0.
   0.00729867 0.16032843 0.         0.07291695]
  [0.05326661 0.09809814 0.23609796 0.07426915 0.0289575  0.12643486
   0.         0.         0.         0.        ]
  [0.         0.14207897 0.10301959 0.03630893 0.10239302 0.16627711
   0.         0.14138554 0.         0.11514411]
  [0.         0.         0.         0.08407761 0.         0.
   0.         0.06046415 0.         0.04515805]
  [0.         0.         0.03963387 0.         0.08177584 0.05027958
   0.         0.         0.27476078 0.09250926]
  [0.         0.05862863 0.08598617 0.11304217 0.         0.
   0.         0.16901132 0.         0.        ]]]"
4,0.44204327581484526,"[[[0.09259818 0.04986918 0.08024832 0.01768763 0.         0.
   0.         0.         0.03022516 0.03903427]
  [0.10994652 0.         0.         0.         0.         0.1903791
   0.         0.05201846 0.32383317 0.        ]
  [0.1405188  0.2404101  0.00342043 0.20906177 0.         0.08500911
   0.1830326  0.         0.08843753 0.        ]
  [0.         0.         0.         0.09582123 0.         0.
   0.11524735 0.17926557 0.00122225 0.09065133]
  [0.         0.         0.00924769 0.         0.03703707 0.
   0.00692659 0.15262334 0.         0.07158414]
  [0.05298246 0.10297656 0.22983496 0.07371153 0.03347789 0.12320759
   0.         0.         0.         0.        ]
  [0.         0.12943572 0.10317267 0.03696383 0.08902583 0.13702917
   0.         0.14124183 0.         0.0939678 ]
  [0.         0.         0.         0.09268296 0.         0.
   0.         0.06610792 0.         0.03743987]
  [0.         0.         0.06090041 0.         0.07315546 0.04129883
   0.         0.         0.26887691 0.0923262 ]
  [0.         0.06114161 0.08286463 0.11848754 0.         0.
   0.         0.16225415 0.         0.        ]]]"
5,0.47337715694330323,"[[[0.0998386  0.04255632 0.07090615 0.01080273 0.         0.
   0.         0.         0.02415085 0.03254061]
  [0.10869455 0.         0.         0.         0.         0.18891136
   0.         0.04575116 0.3156023  0.        ]
  [0.13645911 0.22829863 0.00137514 0.20072292 0.         0.09106435
   0.18022953 0.         0.08514185 0.        ]
  [0.         0.         0.         0.10015541 0.         0.
   0.1277602  0.1786287  0.01132643 0.09548534]
  [0.         0.         0.00948981 0.         0.03143276 0.
   0.01246735 0.15140851 0.         0.06644738]
  [0.04941374 0.10439965 0.21811745 0.07926781 0.02767981 0.12337344
   0.         0.         0.         0.        ]
  [0.         0.13833535 0.10713714 0.04117054 0.09868693 0.14014176
   0.         0.13399127 0.         0.09345917]
  [0.         0.         0.         0.09263115 0.         0.
   0.         0.06233454 0.         0.03215905]
  [0.         0.         0.04684967 0.         0.07190871 0.04585787
   0.         0.         0.26823118 0.09764569]
  [0.         0.06318843 0.08422854 0.10969698 0.         0.
   0.         0.1586673  0.         0.        ]]]"
6,0.4181320186250342,"[[[0.10008759 0.05598941 0.0609263  0.00971135 0.         0.
   0.         0.         0.01689996 0.05272665]
  [0.09836002 0.         0.         0.         0.         0.17130645
   0.         0.04587163 0.32994047 0.        ]
  [0.15088737 0.24498864 0.01156847 0.20489442 0.         0.10136994
   0.18919942 0.         0.07974603 0.        ]
  [0.         0.         0.         0.08290107 0.         0.
   0.11065113 0.18257035 0.01369195 0.09236189]
  [0.         0.         0.00574886 0.         0.03377078 0.
   0.         0.15978666 0.         0.06908836]
  [0.05229672 0.10176805 0.25004241 0.06171594 0.03548695 0.11604194
   0.         0.00513559 0.         0.        ]
  [0.         0.12449938 0.10328333 0.04580137 0.09104685 0.12140884
   0.         0.1463749  0.         0.11375347]
  [0.         0.         0.         0.05976227 0.         0.
   0.00295496 0.07017518 0.         0.03558912]
  [0.         0.         0.05647006 0.         0.07987394 0.04431009
   0.         0.         0.26626554 0.08312327]
  [0.         0.05253303 0.08134911 0.11801235 0.         0.
   0.         0.1395359  0.         0.        ]]]"
7,0.460723089564503,"[[[9.96701345e-02 4.51042168e-02 6.07110187e-02 2.00591404e-02
   0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
   1.83124300e-02 3.55608761e-02]
  [9.85237956e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
   0.00000000e+00 1.72986344e-01 0.00000000e+00 4.37538996e-02
   3.14230204e-01 0.00000000e+00]
  [1.40564993e-01 2.31957391e-01 8.58594291e-03 1.92451164e-01
   0.00000000e+00 9.38955024e-02 1.83597878e-01 0.00000000e+00
   8.01725686e-02 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 8.87791440e-02
   0.00000000e+00 0.00000000e+00 1.15491964e-01 1.75973922e-01
   1.16274692e-02 9.11874771e-02]
  [0.00000000e+00 0.00000000e+00 5.39400754e-03 0.00000000e+00
   2.51262281e-02 0.00000000e+00 3.04109417e-04 1.50345653e-01
   0.00000000e+00 7.06588104e-02]
  [5.03474288e-02 9.64977592e-02 2.28574470e-01 6.97008371e-02
   3.00949924e-02 1.18968263e-01 0.00000000e+00 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 1.24314867e-01 9.79442447e-02 3.99755314e-02
   9.25342590e-02 1.28071159e-01 0.00000000e+00 1.34938806e-01
   0.00000000e+00 1.02013677e-01]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 7.24378303e-02
   0.00000000e+00 0.00000000e+00 0.00000000e+00 6.37200326e-02
   0.00000000e+00 3.63255627e-02]
  [0.00000000e+00 0.00000000e+00 4.30774577e-02 0.00000000e+00
   7.72722289e-02 5.01825325e-02 0.00000000e+00 0.00000000e+00
   2.59761751e-01 8.87677297e-02]
  [0.00000000e+00 5.36604002e-02 8.23815167e-02 1.07591935e-01
   0.00000000e+00 0.00000000e+00 0.00000000e+00 1.48260042e-01
   0.00000000e+00 0.00000000e+00]]]"
8,0.4244316625582032,"[[[0.08778129 0.03933517 0.05493263 0.02293695 0.         0.
   0.         0.         0.02131795 0.03104167]
  [0.09689402 0.         0.         0.         0.         0.17335105
   0.         0.04570324 0.30234498 0.        ]
  [0.1303501  0.22083287 0.00857693 0.17872205 0.         0.08494896
   0.16992353 0.         0.07701632 0.        ]
  [0.         0.         0.         0.0838954  0.         0.
   0.11008219 0.16280057 0.00822294 0.07712398]
  [0.         0.         0.01237194 0.         0.02286052 0.
   0.00418291 0.14358574 0.         0.06053608]
  [0.05074583 0.09655959 0.22053735 0.06580996 0.02935429 0.11024746
   0.         0.         0.         0.        ]
  [0.         0.11737126 0.09311275 0.03898992 0.08664647 0.12967208
   0.         0.12741436 0.         0.09852417]
  [0.         0.         0.         0.06554429 0.         0.
   0.         0.05745973 0.         0.03721941]
  [0.         0.         0.03748844 0.         0.06999794 0.044934
   0.         0.         0.24570772 0.08679451]
  [0.         0.04775597 0.07378584 0.10981198 0.         0.
   0.         0.14698569 0.         0.        ]]]"
9,0.46978909887702003,"[[[9.13550705e-02 4.22263630e-02 5.63582405e-02 2.56900713e-02
   0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
   2.04679463e-02 3.23072039e-02]
  [9.56586897e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
   0.00000000e+00 1.69517890e-01 0.00000000e+00 4.83224541e-02
   3.03933918e-01 0.00000000e+00]
  [1.35223135e-01 2.30450332e-01 1.34387091e-02 1.84601277e-01
   0.00000000e+00 8.53709579e-02 1.83089301e-01 0.00000000e+00
   7.67530501e-02 0.00000000e+00]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 8.34282190e-02
   0.00000000e+00 0.00000000e+00 1.09949440e-01 1.62751123e-01
   6.93352660e-03 8.86195600e-02]
  [0.00000000e+00 0.00000000e+00 5.42797055e-03 0.00000000e+00
   1.96783375e-02 0.00000000e+00 0.00000000e+00 1.40446350e-01
   0.00000000e+00 7.19764307e-02]
  [4.76681590e-02 8.96500126e-02 2.18480825e-01 6.52972832e-02
   3.69210131e-02 1.11880116e-01 0.00000000e+00 2.66405288e-04
   0.00000000e+00 0.00000000e+00]
  [0.00000000e+00 1.10790953e-01 8.93117785e-02 3.69761884e-02
   9.00087357e-02 1.26664296e-01 0.00000000e+00 1.29446670e-01
   0.00000000e+00 9.97410566e-02]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 6.19372912e-02
   0.00000000e+00 0.00000000e+00 0.00000000e+00 5.96886165e-02
   0.00000000e+00 3.60517316e-02]
  [0.00000000e+00 0.00000000e+00 4.11599837e-02 0.00000000e+00
   7.32059181e-02 4.82276864e-02 0.00000000e+00 0.00000000e+00
   2.49509543e-01 8.70001689e-02]
  [0.00000000e+00 4.68264073e-02 7.93864951e-02 1.09209426e-01
   0.00000000e+00 0.00000000e+00 0.00000000e+00 1.46256328e-01
   0.00000000e+00 0.00000000e+00]]]"
10,0.4297452752670501,"[[[0.094895   0.04634685 0.05687446 0.02050255 0.         0.
   0.         0.         0.01987309 0.03603146]
  [0.09649664 0.         0.         0.         0.         0.17004074
   0.         0.04763696 0.3121751  0.        ]
  [0.13966903 0.2341101  0.01321577 0.19026768 0.         0.09117155
   0.1866032  0.         0.07720449 0.        ]
  [0.         0.         0.         0.08471839 0.         0.
   0.11351752 0.1707378  0.01136928 0.09125655]
  [0.         0.         0.00532585 0.         0.02145676 0.
   0.         0.14654534 0.         0.07194284]
  [0.04927023 0.09390463 0.22704203 0.0656781  0.03631265 0.11501335
   0.         0.00035007 0.         0.        ]
  [0.         0.11584546 0.09351638 0.04006746 0.09169244 0.12498179
   0.         0.13444744 0.         0.10345507]
  [0.         0.         0.         0.06184465 0.         0.
   0.         0.06274214 0.         0.03491938]
  [0.         0.         0.04322912 0.         0.07494094 0.04977636
   0.         0.         0.25580686 0.08851411]
  [0.         0.04886454 0.08132142 0.11054408 0.         0.
   0.         0.14429471 0.         0.        ]]]"
11,0.4526978909887703,"[[[0.09484392 0.04895868 0.06195601 0.01590934 0.         0.
   0.         0.         0.02765182 0.02385685]
  [0.10286269 0.         0.         0.         0.         0.18254721
   0.         0.05013466 0.324099   0.        ]
  [0.13728407 0.2282695  0.00882056 0.19578151 0.         0.09382986
   0.18680473 0.         0.08031075 0.        ]
  [0.         0.         0.         0.09740603 0.         0.
   0.12736595 0.18612655 0.02002496 0.090887  ]
  [0.         0.         0.01078102 0.         0.02140233 0.
   0.00664446 0.15432909 0.         0.06832466]
  [0.0551649  0.1056696  0.22791547 0.07492001 0.03061186 0.1282216
   0.         0.         0.         0.        ]
  [0.         0.12580197 0.10071952 0.04379612 0.09452082 0.13172738
   0.         0.13960648 0.         0.09868792]
  [0.         0.         0.         0.07759763 0.         0.
   0.         0.06531893 0.         0.03337976]
  [0.         0.         0.03619448 0.         0.07278636 0.05778377
   0.         0.         0.26822209 0.10416483]
  [0.         0.05293389 0.08616235 0.1122848  0.         0.
   0.         0.15729971 0.         0.        ]]]"
