iteration,test_acc,actions
10,0.4259984736708217,"[[[0.01490936 0.05294017 0.         0.         0.         0.
   0.02914932 0.         0.08910552 0.09447064]
  [0.02021272 0.         0.         0.         0.01430297 0.00589419
   0.0451437  0.         0.         0.02740677]
  [0.         0.         0.         0.         0.0841438  0.
   0.08478372 0.         0.03952429 0.        ]
  [0.02213625 0.01038811 0.12841266 0.         0.0183414  0.
   0.         0.07781477 0.         0.03614254]
  [0.         0.         0.06884299 0.         0.05280941 0.
   0.         0.         0.         0.03050494]
  [0.         0.01721783 0.00197028 0.02552706 0.         0.0103909
   0.         0.         0.04250892 0.0819307 ]
  [0.04037713 0.         0.05026162 0.         0.         0.
   0.00163667 0.02531063 0.029239   0.        ]
  [0.         0.05360527 0.         0.         0.         0.
   0.01429693 0.01168094 0.04352603 0.        ]
  [0.09492413 0.00312748 0.00297511 0.02505428 0.16872373 0.
   0.01136762 0.         0.         0.        ]
  [0.04841284 0.12687899 0.03305513 0.         0.03797344 0.
   0.         0.         0.02392155 0.03737648]]]"
11,0.4275248028491478,"[[[0.01133044 0.05510295 0.         0.         0.         0.
   0.03025969 0.         0.09331745 0.09863862]
  [0.01623772 0.         0.         0.         0.01840806 0.00364657
   0.04640514 0.         0.         0.03017582]
  [0.         0.         0.         0.         0.08168896 0.
   0.08056432 0.         0.04520627 0.        ]
  [0.02209341 0.01034058 0.12137379 0.         0.0131294  0.
   0.         0.07745444 0.         0.04265136]
  [0.         0.         0.05861239 0.         0.05038451 0.
   0.         0.         0.         0.02748844]
  [0.         0.016883   0.00600977 0.02397447 0.         0.00834046
   0.         0.         0.04808539 0.07665276]
  [0.03944869 0.         0.04746342 0.         0.         0.
   0.         0.02311566 0.03198905 0.        ]
  [0.         0.05280814 0.         0.         0.         0.
   0.01428192 0.01219305 0.0451909  0.00193917]
  [0.0926417  0.00843498 0.00779321 0.0236215  0.17035657 0.
   0.01463776 0.         0.         0.        ]
  [0.04494242 0.12140857 0.02726462 0.         0.0360609  0.
   0.         0.         0.02519951 0.03218773]]]"
12,0.40676672602391245,"[[[0.01120542 0.05930519 0.         0.         0.         0.
   0.03300848 0.         0.09771425 0.11029579]
  [0.01160428 0.         0.         0.         0.01918202 0.
   0.05149155 0.         0.         0.03534147]
  [0.         0.         0.         0.         0.0815822  0.
   0.07665631 0.         0.04931381 0.        ]
  [0.02465994 0.00173549 0.12983342 0.         0.01736941 0.
   0.         0.08200765 0.         0.04526689]
  [0.         0.         0.05806147 0.         0.04867011 0.
   0.         0.         0.         0.03101042]
  [0.00025588 0.01731593 0.01214641 0.01960499 0.         0.00854204
   0.         0.         0.05649503 0.08150522]
  [0.04892058 0.         0.05248831 0.         0.         0.
   0.         0.02094079 0.04007616 0.        ]
  [0.         0.05316131 0.         0.         0.         0.
   0.01173805 0.01164816 0.04145975 0.0023854 ]
  [0.09119121 0.01188633 0.00997238 0.02908689 0.17799538 0.
   0.0135573  0.         0.         0.        ]
  [0.04664608 0.12248307 0.02496875 0.         0.03039652 0.
   0.         0.         0.02857469 0.03358771]]]"
13,0.35464258458407527,"[[[6.23778906e-04 6.13789149e-02 0.00000000e+00 0.00000000e+00
   0.00000000e+00 0.00000000e+00 2.13967487e-02 0.00000000e+00
   8.70699883e-02 9.58971232e-02]
  [8.70536175e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
   1.95349660e-02 9.24343523e-03 5.26044667e-02 0.00000000e+00
   0.00000000e+00 3.47171165e-02]
  [0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
   8.25335830e-02 0.00000000e+00 7.69347996e-02 0.00000000e+00
   4.28251140e-02 0.00000000e+00]
  [2.69607827e-02 1.35968952e-02 1.23546787e-01 0.00000000e+00
   1.58223286e-02 0.00000000e+00 0.00000000e+00 7.31881112e-02
   0.00000000e+00 3.98704596e-02]
  [0.00000000e+00 0.00000000e+00 5.19356951e-02 0.00000000e+00
   4.96421494e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
   0.00000000e+00 2.60608234e-02]
  [0.00000000e+00 1.03132660e-02 1.08033027e-02 2.18232833e-02
   0.00000000e+00 0.00000000e+00 0.00000000e+00 8.05212650e-04
   4.21547964e-02 7.69710913e-02]
  [4.06098329e-02 0.00000000e+00 5.09842336e-02 0.00000000e+00
   0.00000000e+00 0.00000000e+00 4.80056275e-03 2.19388679e-02
   2.91556623e-02 0.00000000e+00]
  [0.00000000e+00 5.70504814e-02 0.00000000e+00 0.00000000e+00
   0.00000000e+00 0.00000000e+00 1.82657782e-02 6.53881580e-03
   4.59679775e-02 5.91063872e-06]
  [9.65499729e-02 1.44120883e-02 1.08362427e-02 1.54769290e-02
   1.77647516e-01 0.00000000e+00 6.64555840e-03 0.00000000e+00
   0.00000000e+00 0.00000000e+00]
  [3.91186476e-02 1.23322889e-01 2.04400234e-02 0.00000000e+00
   3.51347215e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
   3.05125192e-02 3.05353962e-02]]]"
14,0.4442381073518189,"[[[0.0053902  0.0653972  0.         0.         0.         0.
   0.0167247  0.         0.08928006 0.10101106]
  [0.00714823 0.         0.         0.         0.01632771 0.00792212
   0.05274386 0.         0.01324816 0.04204777]
  [0.         0.         0.         0.         0.07848372 0.
   0.07498808 0.         0.04418998 0.        ]
  [0.0369311  0.01776452 0.11811437 0.         0.00515316 0.
   0.         0.07121634 0.         0.03823013]
  [0.         0.         0.04171586 0.         0.05636288 0.
   0.         0.         0.         0.02730949]
  [0.         0.00519606 0.01549291 0.0176219  0.         0.
   0.         0.00219241 0.04558044 0.07919034]
  [0.04683745 0.         0.05135747 0.         0.         0.
   0.00069375 0.02133285 0.02169373 0.        ]
  [0.         0.06297868 0.         0.         0.         0.
   0.01495048 0.01152293 0.04860688 0.        ]
  [0.09773297 0.01768144 0.00977592 0.01168313 0.17517447 0.
   0.         0.         0.         0.        ]
  [0.04499263 0.12490855 0.01236062 0.         0.03559575 0.
   0.         0.         0.02028951 0.01626924]]]"
15,0.41022640549478495,"[[[0.00086611 0.05698674 0.         0.         0.         0.
   0.0163668  0.         0.08391606 0.08741961]
  [0.00694317 0.         0.         0.00273637 0.013779   0.01128552
   0.05252304 0.         0.008016   0.03639573]
  [0.         0.         0.         0.         0.07850857 0.
   0.06901179 0.         0.03902682 0.        ]
  [0.02825138 0.0179197  0.11053469 0.         0.01340646 0.
   0.         0.06668331 0.         0.03294237]
  [0.         0.         0.04217011 0.         0.04659495 0.
   0.         0.         0.         0.02326038]
  [0.         0.01066162 0.01219303 0.0175429  0.         0.
   0.         0.00370111 0.0396366  0.07486268]
  [0.03744113 0.         0.04660343 0.         0.         0.
   0.00649367 0.01792762 0.02062449 0.        ]
  [0.         0.05385435 0.         0.         0.         0.
   0.01533653 0.00419823 0.03989983 0.        ]
  [0.09130635 0.01575921 0.01057295 0.01058116 0.16699819 0.
   0.         0.         0.         0.        ]
  [0.03590184 0.11350696 0.01456605 0.         0.03108928 0.
   0.         0.         0.02678163 0.02519334]]]"
16,0.39155431187992884,"[[[0.01225889 0.05616016 0.         0.         0.         0.
   0.03020712 0.         0.09573866 0.10085963]
  [0.00744602 0.         0.         0.         0.01809693 0.00191098
   0.04411021 0.         0.         0.03365293]
  [0.         0.         0.         0.         0.07255065 0.
   0.07501541 0.         0.04894115 0.        ]
  [0.02575292 0.01135461 0.10313144 0.         0.00723882 0.
   0.         0.06935726 0.         0.04778669]
  [0.         0.         0.04659411 0.         0.04738143 0.
   0.         0.         0.         0.01857394]
  [0.         0.01785359 0.0145964  0.01289011 0.         0.00612483
   0.         0.00269864 0.05539354 0.07613221]
  [0.03988225 0.         0.04521198 0.         0.         0.
   0.         0.01199308 0.03500232 0.        ]
  [0.         0.04530071 0.         0.         0.         0.
   0.01651676 0.01378264 0.04451345 0.00081445]
  [0.08902583 0.01545545 0.00765232 0.02034743 0.17298119 0.
   0.00761048 0.         0.         0.        ]
  [0.04121327 0.11390774 0.00837414 0.         0.03709902 0.
   0.         0.         0.02097408 0.02522581]]]"
17,0.41388959552276783,"[[[0.01134059 0.06351674 0.         0.         0.         0.
   0.03835827 0.         0.10640072 0.12217271]
  [0.01600451 0.         0.         0.         0.02307874 0.
   0.0519294  0.         0.         0.03727887]
  [0.         0.         0.         0.         0.07954302 0.
   0.07598154 0.         0.05991792 0.        ]
  [0.02762276 0.00505859 0.12497108 0.         0.00797476 0.
   0.         0.08426017 0.         0.05533662]
  [0.         0.         0.0466276  0.         0.04979221 0.
   0.         0.         0.         0.0300859 ]
  [0.         0.01999642 0.01631437 0.02419677 0.         0.00889781
   0.         0.00144544 0.07108737 0.07807904]
  [0.04918484 0.00032017 0.04658704 0.         0.         0.
   0.         0.02266438 0.03977189 0.        ]
  [0.         0.05515826 0.         0.         0.         0.
   0.0095419  0.01605039 0.04868643 0.01056279]
  [0.09192257 0.01581111 0.01501526 0.02582194 0.18266368 0.
   0.01664049 0.         0.         0.        ]
  [0.04887357 0.11952898 0.01943844 0.         0.02995928 0.
   0.         0.         0.02647289 0.02670101]]]"
18,0.4121343169676927,"[[[0.01181498 0.05993215 0.         0.         0.         0.
   0.02123894 0.         0.09056643 0.09409018]
  [0.00452941 0.         0.         0.         0.02008778 0.00884789
   0.04672911 0.         0.00826667 0.03606333]
  [0.         0.         0.         0.         0.07881516 0.
   0.08110864 0.         0.0422155  0.        ]
  [0.02911163 0.01925516 0.11017829 0.         0.00295573 0.
   0.         0.07016107 0.         0.04366588]
  [0.         0.         0.05115168 0.         0.05976057 0.
   0.         0.         0.         0.02078717]
  [0.         0.00564998 0.0095729  0.01560927 0.         0.00554799
   0.         0.         0.03579529 0.07602325]
  [0.03831296 0.         0.05282624 0.         0.         0.
   0.         0.01881218 0.02601879 0.        ]
  [0.         0.05712586 0.         0.         0.         0.
   0.0206007  0.01351169 0.05183488 0.        ]
  [0.09965061 0.01568944 0.0028284  0.01625292 0.17544764 0.
   0.00563189 0.         0.         0.        ]
  [0.04192954 0.128263   0.01535873 0.         0.04552886 0.
   0.         0.         0.0180899  0.01963783]]]"
19,0.40254388196387686,"[[[0.016093   0.06283158 0.         0.         0.         0.
   0.02505392 0.         0.09807554 0.10709653]
  [0.0020872  0.         0.         0.         0.02482278 0.00239558
   0.0497724  0.         0.00427654 0.04435728]
  [0.         0.         0.         0.         0.08200575 0.
   0.08257282 0.         0.04558475 0.        ]
  [0.02936212 0.00900412 0.12607236 0.         0.00345883 0.
   0.         0.08241241 0.         0.04634249]
  [0.         0.         0.0579269  0.         0.06304447 0.
   0.         0.         0.         0.029867  ]
  [0.00651904 0.00382575 0.00893552 0.0151645  0.         0.01392728
   0.         0.         0.04042605 0.08126723]
  [0.04900915 0.         0.05960072 0.         0.         0.
   0.         0.0196446  0.03501343 0.        ]
  [0.         0.06439559 0.         0.         0.         0.
   0.01292948 0.01869325 0.05049035 0.        ]
  [0.09828579 0.01594673 0.00478785 0.02599043 0.17733893 0.
   0.01180627 0.         0.         0.        ]
  [0.04801673 0.13558798 0.02605515 0.         0.04178553 0.
   0.         0.         0.01819765 0.01636054]]]"
